,reviews,cleaned_reviews,sentiment_score
269,"Not Verified | It seems that there is a race to the bottom amongst airlines. I cannot even check in because BA requires the submission of documents for Covid restrictions. However the form to start the submission process is hopelessly broken. After clicking ""submit"" the form just hangs forever. No error message is given. I tried three different browsers on three different devices. All have the same hang. Which means you cannot check in online nor can you select a seat. I tried using the chat bot, but after 30 minutes of clicking ""try again"" I thought I had donated enough time to BA. ",seems race bottom amongst airlines cannot even check ba requires submission documents covid restrictions however form start submission process hopelessly broken clicking submit form hangs forever error message given tried three different browsers three different devices hang means cannot check online select seat tried using chat bot  minutes clicking try thought donated enough time ba ,negative
270,"Not Verified |  As a Spanish born individual living in England, I have been using British Airways for over 3 decades, multiple times a year. On 12th January 2023 I booked a flight for my son and I to go to Alicante. However, I was informed on the 17th January 2023 by my doctors that I am unable to fly due to an elbow operation I have had. As a result I decided to give my ticket to my daughter, calling up the Customer Service team for British Airways to make the change. On the 18th January 2023 they took my enquiry call. There seemed to be some speech delay in the call, which presented a small bit of difficulty, however I also struggled to understand the support staff member on top of this delay. When requesting to change the name on one of the tickets to my daughters name I was told this is not within the policy, and that I would need to cancel the ticket and rebook it. I was encouraged to divide the booking so myself and my son were on two different booking reference numbers. I accepted this and was then asked if I would like to cancel the booking. I insisted I would need to know the total of the refund. It’s lucky I did ask to check this, as I was then informed it would be roughly £9.00. The total cost of my booking was £394.64, which comes to £197.32 per passenger, leaving my refund total at less than 3% of the value of my purchase. This is despite the seat not be abandoned. According to BA  policy, all I am entitled to out of a simple change of name is less than 3% refund even when I’m buying the ticket right back then and there on the phone (probably for more money than it was worth a week ago).",spanish born individual living england using british airways  decades multiple times year th january  booked flight son go alicante however informed th january  doctors unable fly due elbow operation result decided give ticket daughter calling customer service team british airways make change th january  took enquiry call seemed speech delay call presented small bit difficulty however also struggled understand support staff member top delay requesting change name one tickets daughters name told within policy would need cancel ticket rebook encouraged divide booking son two different booking reference numbers accepted asked would like cancel booking insisted would need know total refund it’s lucky ask check informed would roughly £ total cost booking £ comes £ per passenger leaving refund total less  value purchase despite seat abandoned according ba  policy entitled simple change name less  refund even i’m buying ticket right back phone probably money worth week ago,positive
271,"✅ Trip Verified |  A rather empty and quiet flight to Tel Aviv, very friendly cabin crew and due to the emptiness of the flight I had an entire row to myself which allowed me to work easily and have as much space as required. Unfortunately upon landing the breaks overheated and we had to wait for the fire crew to cool them down which delayed us. Otherwise an overall excellent flight on BA's part. This was the first time I have flown this flight and it has actually taken off at the correct time.",rather empty quiet flight tel aviv friendly cabin crew due emptiness flight entire row allowed work easily much space required unfortunately upon landing breaks overheated wait fire crew cool delayed us otherwise overall excellent flight bas part first time flown flight actually taken correct time,positive
272,✅ Trip Verified |  Easy check in and staff member was polite and helpful and made a specific point of acknowledging our loyalty to BA. Security at London was fast. Galleries North was fine and showers were good. Organised flight boarding. Plane was fine with good crew and new club world product. My wife had a damaged storage area but otherwise ok. After take off there was a good drinks and food service which was well run. Slept well on time arrival. We both found the new seat design harder to sleep in.,easy check staff member polite helpful made specific point acknowledging loyalty ba security london fast galleries north fine showers good organised flight boarding plane fine good crew new club world product wife damaged storage area otherwise ok take good drinks food service well run slept well time arrival found new seat design harder sleep,positive
273,"✅ Trip Verified |  Being a silver flyer and booking a flight through BA to Dublin you would have thought I could use the lounge even though BA used Air Lingus for the flight. Travelled recently there with the same situation and was allowed in by a kind Gentleman at the desk even though he said I had to be Gold ? He was really accommodating and it wasn’t a big deal. But the two ladies on the desk were like no. No empathy there at all-saying the other guy shouldn’t have let me and they will have a word with him ? Come on BA I booked the flight through you, and you made me fly with Air Lingus so you should let me use the lounge as a silver flier. ",silver flyer booking flight ba dublin would thought could use lounge even though ba used air lingus flight travelled recently situation allowed kind gentleman desk even though said gold  really accommodating wasn’t big deal two ladies desk like empathy allsaying guy shouldn’t let word  come ba booked flight made fly air lingus let use lounge silver flier ,positive
274,"Not Verified |  I find BA incredibly tacky and constantly looking for ways to get money out of customers. I have travelled using major airlines my whole life and although I know it sounds silly - when on a 4 hour flight on a major airline you do expect some form of beverage or snack as a curtesy and a port to charge your phone and not have to pay insane prices for luggage. There was no inflight entertainment and the aircraft was very snug, when I challenged why I had to pay for my own drink and why no inflight entertainment - I was told it was a short haul fight. My sisters met me from Cairo (which is an hour and half flight) and flew Egyptair and somehow received luggage allowance, drinks, food and inflight entertainment as well as a USB port to charge their phones. BA I now realise stands for Budget Airline. Staff were great - what you got for your money not so much.",find ba incredibly tacky constantly looking ways get money customers travelled using major airlines whole life although know sounds silly   hour flight major airline expect form beverage snack curtesy port charge phone pay insane prices luggage inflight entertainment aircraft snug challenged pay drink inflight entertainment  told short haul fight sisters met cairo hour half flight flew egyptair somehow received luggage allowance drinks food inflight entertainment well usb port charge phones ba realise stands budget airline staff great  got money much,positive
275,"✅ Trip Verified |  Flew ATL to LHR 8th Jan 2023. Was unlucky enough to be on board a 23 year old 777. Refit gave it a decent IFE screen and the seat looked decent. Although combine the IFE with the cheap and nasty earbuds, and any movie can be ruined. Headrest was great, just a pity little padding is used on the seat as my Wife and I were very uncomfortable. The leg room in general is poor, especially when passengers keep their seat reclined from start to finish. Zero room. Aircraft was tired. Rubber spacers falling out, silicone sealer falling apart in the toilets. Toilet seats old, stained. Rubber on arm rest was hanging off. No post take off drinks/snacks offered.  Meal was sent out after a couple of hours. Was poor. Chicken cubes that reminded me of dog food, mashed potatoes that were purified within an inch of their life. Stale rock hard roll, salad which was rice and carrots?! Dried crackers with no cheese. Kids meal was just as sad. Tiny leaf salad with enough dressing to refloat a shipwreck. Coffee creamer was given with the kids meal? Snack was decent for the adults, bagel with cheese and egg. Hot and tasty. Kids snack was a green wrap with spinach and onions in it.  Very very poor. Mix the food, BA service with a grunt, being crammed into a seat for 7 hours, landing at a remote stand and enduring a bus to the terminal and BA in my opinion, is terrible. This flight was so disappointing. Other than one great member of cabin crew, everything else was just average.",flew atl lhr th jan  unlucky enough board  year old  refit gave decent ife screen seat looked decent although combine ife cheap nasty earbuds movie ruined headrest great pity little padding used seat wife uncomfortable leg room general poor especially passengers keep seat reclined start finish zero room aircraft tired rubber spacers falling silicone sealer falling apart toilets toilet seats old stained rubber arm rest hanging post take drinkssnacks offered  meal sent couple hours poor chicken cubes reminded dog food mashed potatoes purified within inch life stale rock hard roll salad rice carrots dried crackers cheese kids meal sad tiny leaf salad enough dressing refloat shipwreck coffee creamer given kids meal snack decent adults bagel cheese egg hot tasty kids snack green wrap spinach onions  poor mix food ba service grunt crammed seat  hours landing remote stand enduring bus terminal ba opinion terrible flight disappointing one great member cabin crew everything else average,negative
276,"Not Verified |  Great thing about British Airways A380 is the economy section upstairs. Get this if you can as it allows you to have small stowage cupboards at the window seats. Despite being not very old, the A380 looked tired inside. Broken side stowage, a seat that reclined uncontrollably and slow to react IFE. The food was supposed to be Christmas dinner. 3 wafer thin bits of dry turkey, 4 over cooked sprouts and some cubed potatoes. Poor in taste and quality. Mousse desert was great though. Slight issue during the snack meal. Ordered a childs option which was marked as such. Regular meal arrived as well and they were exactly the same. Asked a crew member to be told the difference was the sticker on the box. Staff were ok. Couple decent but mostly just ok. Overall, BA just seems a tad cheap these days. Great to sit upstairs but that was where the enjoyment ended. Just seemed a bit dull and like BA are just an average airline.
","great thing british airways economy section upstairs get allows small stowage cupboards window seats despite old looked tired inside broken side stowage seat reclined uncontrollably slow react ife food supposed christmas dinner  wafer thin bits dry turkey  cooked sprouts cubed potatoes poor taste quality mousse desert great though slight issue snack meal ordered childs option marked regular meal arrived well exactly asked crew member told difference sticker box staff ok couple decent mostly ok overall ba seems tad cheap days great sit upstairs enjoyment ended seemed bit dull like ba average airline
",positive
277,"Not Verified | The staff are friendly. The plane was cold, we were shivering, they gave light blankets but they were not enough. Meals were basic. Entertainment was basic. Luggage is delayed, today is day 6 and BA staff over the phone say ""call after 72 hours"". Tracking system is very vague, had to extract information from staff that they arrived to Vancouver on Jan 2nd. I offered to collect baggage but very vague answer ""call the Airport"", asked her for BA phone number at YVR but she said ""we don't have a phone number for you to call, call the main Airport"". Their policy states you can make a claim only after 21 days.",staff friendly plane cold shivering gave light blankets enough meals basic entertainment basic luggage delayed today day  ba staff phone say call  hours tracking system vague extract information staff arrived vancouver jan nd offered collect baggage vague answer call airport asked ba phone number yvr said dont phone number call call main airport policy states make claim  days,negative
278,"✅ Trip Verified | Probably the worst business class experience I've ever had on an airline. Just a few of the issues: Required to purchase seats on international (Club World) business class. This was not made known during the ticket purchase process and cost me an additional $600 on a single leg (LHR-LAX) for a family of four. Given the very strange business class seating layout on BA A380s, leaving the seat selection to change could have been disastrous for my family. Ridiculously long boarding times on even small aircraft. On my VIE-LHR leg, the boarding time for the A320 was over 50 minutes long, leading to a delayed departure. There was no urgency on the part of staff to speed up the boarding times. Severe overcrowding in the boarding area in satellite C of terminal 5 at Heathrow. Boarding staff would not allow passengers to enter the roped off queue area before boarding (I have no idea why not) and so crowding was extreme. The overall boarding area was far too small for an A380, and I believe this satellite was designed and built after the first A380s were delivered. Online check-in in advance of flights appears to be completely broken. I was urged repeatedly (on the BA website, and via email and text) to ""upload my COVID documents"" even though, at the end of 2022, there are no COVID documents required for travel. After I filled in basic contact information on the website - and did not upload any ""COVID documentation"" - I was informed (several hours later) that my ""COVID documents have been verified"". I then received another text message urging me to ""upload my COVID documentation"". On the VIE-LHR leg, the shop.ba.com page that one is directed to after attempting to connect to wifi on the plane indicated ridiculously incorrect remaining flight times - over six hours, and then four hours just before landing. BA lounges for Club Europe and Club World at Heathrow are often seriously overcrowded. Furniture and carpeting and other finishes in the clubs are worn or dirty. That said, the food in the lounges was of pretty good quality. The food quality in BA lounges at Heathrow may be the only redeeming thing about this airline. Onboard, food and beverage service was far below average for international business class. Terrible, one might say. On the LHR-LAX leg, there was no pre-meal beverage service and there were NO mid-flight beverage services at all. Unlike most business class offerings on other airlines, there was no taking a meal order by flight attendants at the beginning of the flight. Meals were brought out haphazardly shortly after take off, with the ""chicken or fish?"" type of meal selection similar to economy class. There was no coffee or tea service after meals. Food quality was poor, with the pre-landing snack of a ""ploughman's lunch"" being downright disgusting. . There was no beverage or bar set-up in the galley areas - beverages available to passengers during the flight - as is standard on most international business class offerings. Even bottles of water seemed be hidden away, requiring one to ask the flight attendants for water. I won't comment on the bizarre seating layout on the A380, as others have rightly panned the awkwardness and extremely poor design of the seating. The seats are not 6' 2"" long as stated on the BA website, and I found the seats too short for my 6' 2"" height. The ""Priority"" luggage tags were not followed in the baggage delivery.",probably worst business class experience ive ever airline issues required purchase seats international club world business class made known ticket purchase process cost additional  single leg lhrlax family four given strange business class seating layout ba leaving seat selection change could disastrous family ridiculously long boarding times even small aircraft vielhr leg boarding time  minutes long leading delayed departure urgency part staff speed boarding times severe overcrowding boarding area satellite c terminal  heathrow boarding staff would allow passengers enter roped queue area boarding idea crowding extreme overall boarding area far small believe satellite designed built first delivered online checkin advance flights appears completely broken urged repeatedly ba website via email text upload covid documents even though end  covid documents required travel filled basic contact information website  upload covid documentation  informed several hours later covid documents verified received another text message urging upload covid documentation vielhr leg shopbacom page one directed attempting connect wifi plane indicated ridiculously incorrect remaining flight times  six hours four hours landing ba lounges club europe club world heathrow often seriously overcrowded furniture carpeting finishes clubs worn dirty said food lounges pretty good quality food quality ba lounges heathrow may redeeming thing airline onboard food beverage service far average international business class terrible one might say lhrlax leg premeal beverage service midflight beverage services unlike business class offerings airlines taking meal order flight attendants beginning flight meals brought haphazardly shortly take chicken fish type meal selection similar economy class coffee tea service meals food quality poor prelanding snack ploughmans lunch downright disgusting  beverage bar setup galley areas  beverages available passengers flight  standard international business class offerings even bottles water seemed hidden away requiring one ask flight attendants water wont comment bizarre seating layout others rightly panned awkwardness extremely poor design seating seats   long stated ba website found seats short   height priority luggage tags followed baggage delivery,negative
279,"✅ Trip Verified | Definitely not recommended, especially for business class. The seats are ridiculous and small, the food is mediocre if that, and good luck with the internet even if you pay for full internet for the entire flight. The service however has been great. My attendant saved me from crying. I don’t know who designed this aircraft but in this expensive business class, in order to move out of you middle seat to go to the bathroom you must rudely climb over the person’s legs sitting in the aisle seat. Your seat is like an enclosed tiny cubicle with no storage space. I’ve unfortunately traveled British Airways business class at least 4 times within the last 4 months. Never again unless there is no other choice. By the way, the business class lounge south at Heathrow is a cattle pen.",definitely recommended especially business class seats ridiculous small food mediocre good luck internet even pay full internet entire flight service however great attendant saved crying don’t know designed aircraft expensive business class order move middle seat go bathroom must rudely climb person’s legs sitting aisle seat seat like enclosed tiny cubicle storage space i’ve unfortunately traveled british airways business class least  times within last  months never unless choice way business class lounge south heathrow cattle pen,negative
280,"✅ Trip Verified |  BA shuttle service across the UK is still surprisingly a good product. When compared with BA long haul that doesn’t always get the best of comments at times. It’s reasonable priced, works well, fresh crews and no queues or long distances to walk. I don’t know why they still offer a COVID style bottle of water and snack when just stretching to a cup of tea and snack would be great add on for this service. Currently they have an on line sky cafe but it’s too fiddly to work or get connected in short trips.",ba shuttle service across uk still surprisingly good product compared ba long haul doesn’t always get best comments times it’s reasonable priced works well fresh crews queues long distances walk don’t know still offer covid style bottle water snack stretching cup tea snack would great add service currently line sky cafe it’s fiddly work get connected short trips,positive
281,"✅ Trip Verified | I must admit like many others I tend to avoid BA long haul where possible due to the many poor reviews. But had my first ride on a BA A380 the other day so it was an exception. What can I say. Aircraft immaculate and economy seat really comfortable but that’s about it. IFE didn’t work but wasn’t that interesting anyway. I got the map screenshot for a while. Lunch was poor quality but plenty of nice white wine and other alcoholic drinks made up for it. Cabin crew pleasant but poor grooming lets them down. Some skirts, some trouser suits, some long sleeves some short. Some jackets some waistcoat. Some cardigans on at time and all in all they could have done better I think. Baggage delivery was really quick. Summing up well I am still not coming back to BA not yet. Maybe the old charm will return soon.",must admit like many others tend avoid ba long haul possible due many poor reviews first ride ba day exception say aircraft immaculate economy seat really comfortable that’s ife didn’t work wasn’t interesting anyway got map screenshot lunch poor quality plenty nice white wine alcoholic drinks made cabin crew pleasant poor grooming lets skirts trouser suits long sleeves short jackets waistcoat cardigans time could done better think baggage delivery really quick summing well still coming back ba yet maybe old charm return soon,positive
282,"Not Verified |  When will BA update their Business class cabin - 8 across on a 777. It is not so much travelling facing backwards as it were, but the cabin staff having to pass food trays across the front of passengers paying business class fares! As for having to pay to reserve a specific seat - an antiquated idea. The cabin staff were fine, food acceptable, check-in OK and Business lounge (breakfast) acceptable. The lack of space in the seating area, small screen and disfunctional entertainment equipment disappointing. Having to step over the reclining passengers feet is not attractive. ",ba update business class cabin   across  much travelling facing backwards cabin staff pass food trays across front passengers paying business class fares pay reserve specific seat  antiquated idea cabin staff fine food acceptable checkin ok business lounge breakfast acceptable lack space seating area small screen disfunctional entertainment equipment disappointing step reclining passengers feet attractive ,negative
283,✅ Trip Verified |  Paid £200 day before flight for an upgrade from economy to premium economy. At checkin they could not find my booking so a little wait while they rang someone who explains on the upgrade you get deleted from the system the checkin agent sees? Took about 5 minutes to resolve. Seat was nice enough. Stowage pocket in front a bit small. Food was reasonably nice. Shame that the bathroom is all the way back through economy and there is a bit of a queue. IFE system is good but selection mediocre. Worst part of the flight is that at CPT so we were on a remote stand and bussed in. Through passport control quickly but then it took an absolute age to get our luggage which ruined what would otherwise have been a reasonable flight. Upgrade was worth it at £200 maybe £300 (its a long flight) but their offers of £2000 or whatever for premium economy is comedy pricing. Score before the luggage fiasco would have been 7 or 8 / 10. With the luggage fiasco I can't rate it more than 4/10.,paid £ day flight upgrade economy premium economy checkin could find booking little wait rang someone explains upgrade get deleted system checkin agent sees took  minutes resolve seat nice enough stowage pocket front bit small food reasonably nice shame bathroom way back economy bit queue ife system good selection mediocre worst part flight cpt remote stand bussed passport control quickly took absolute age get luggage ruined would otherwise reasonable flight upgrade worth £ maybe £ long flight offers £ whatever premium economy comedy pricing score luggage fiasco would     luggage fiasco cant rate ,positive
284,"✅ Trip Verified |  BA website did not work (weirdly deleted my flight from ""upcoming flights"" on the day of departure). Chaos at Cape Town airport with hundreds queuing as the computers were down. Chaos at the gate / no queue management for premium passengers. Very nice new A350 with smart new club suite. Champagne warm (cabin crew said its impossible to serve it cold, which is not true as Air France manage it). Disappointing meal, wine served so late after the food you have finished by the time it arrives. Cheese ice cold and tasteless (why can't the champagne / white wine be in the fridge used for the cheese?). Good IFE system but mediocre film selection. Disappointing breakfast. Overall: 3 / 10. Flew Air France business the month before which was way better. So sad what's become of BA.",ba website work weirdly deleted flight upcoming flights day departure chaos cape town airport hundreds queuing computers chaos gate  queue management premium passengers nice new smart new club suite champagne warm cabin crew said impossible serve cold true air france manage disappointing meal wine served late food finished time arrives cheese ice cold tasteless cant champagne  white wine fridge used cheese good ife system mediocre film selection disappointing breakfast overall    flew air france business month way better sad whats become ba,negative
285,"✅ Trip Verified |  Absolutely terrible experience with British Airways. After a short flight from London Heathrow to Frankfurt, they couldn't get my suitcase to me in time for my next flight (on Cathay Pacific) to Melbourne, despite a 3 hour gap between the two flights. Told me they would arrange for the suitcase to be transferred directly to Melbourne - instead, it got to Hong Kong and left there. When they finally tracked it down, they sent it back to London. All happened over Christmas, so very stressful yet minimal communication from their team. While the plane crew may be lovely, the service outside of this has been nothing short of dreadful, and if given the option, I will avoid flying with them in future.",absolutely terrible experience british airways short flight london heathrow frankfurt couldnt get suitcase time next flight cathay pacific melbourne despite  hour gap two flights told would arrange suitcase transferred directly melbourne  instead got hong kong left finally tracked sent back london happened christmas stressful yet minimal communication team plane crew may lovely service outside nothing short dreadful given option avoid flying future,negative
286,"✅ Trip Verified |  Vancouver to Delhi via London. We were booked to fly from Vancouver to New Delhi via London Heathrow on Dec 22nd. We received an email on Dec 20th informing us about the industrial action in the UK. I called to find out how it may impact our travel. The representative kind of scared us of being possibly stranded during our travel and offered us a full refund. We called again to confirm about other options but he did not offer any other solutions. We asked to cancel our tickets and he told us about the cancellation fee. We booked new tickets with another airline with double the cost as our trip was urgent (simultaneously). He told us he no longer can cancel our tickets on the system but promised us he will make it happen because he told us we would get a full refund. He processed the cancellation. 5 hours later he emailed us that the tickets couldn’t be cancelled and suggested we cancel our new tickets once he found out they were with another airline (we lost $1000 from cancelling the new tickets). Now, the representative claimed that he never said there won’t be any services available and asked us why we were worrying about the industrial action, and that other “arrangements” will be made if there were any issues (this was new information never given to us before). We kept our British Airway tickets. The next day, we asked to speak with the manager and report that we were misguided about the whole situation. We never heard back from the manager. As we logged in to check-in 15 hours before take off, we found that our VAN — LHR flight was cancelled (due to the bad weather in Vancouver). We did not receive any emails from the airport nor the airline about this change. We called BA again and asked about rearrangements for our flight, to which they offered rebooking with an additional $700-1000 per person price difference and the dates offered were about 7 days after our original flight was supposed to leave. Additionally, to cancel the rest of the flights with them which we could not reach since our first flight was cancelled, we had to pay about $1000 cancellation fee to get a refund. We were very frustrated with the overall experience and no accommodations nor accountability as they wanted to charge us for any service or changes possible. We were on the phone for 1.5 hours while other flights that we could have booked were getting sold out - the customer service person would take 15-20 minutes (for real) to search up each question or option we asked about. It has been a frustrating experience - we lost time and money and it ruined our holidays completely. We then demanded to speak to the manager, who again did not want to take any accountability for their team and gave us a small discount on the cancellation fee. In total, we were on the phone with them for 2 days back and forth, without any resolutions. We felt misguided and misinformed with their unfair policies towards their customers. We did not feel taken care of at all. We had to pay the price for the misinformation and the flights we did not cancel ourselves. After all this trouble, we spent Christmas without our family and the missed the urgent reasons we were travelling for. ",vancouver delhi via london booked fly vancouver new delhi via london heathrow dec nd received email dec th informing us industrial action uk called find may impact travel representative kind scared us possibly stranded travel offered us full refund called confirm options offer solutions asked cancel tickets told us cancellation fee booked new tickets another airline double cost trip urgent simultaneously told us longer cancel tickets system promised us make happen told us would get full refund processed cancellation  hours later emailed us tickets couldn’t cancelled suggested cancel new tickets found another airline lost  cancelling new tickets representative claimed never said won’t services available asked us worrying industrial action “arrangements” made issues new information never given us kept british airway tickets next day asked speak manager report misguided whole situation never heard back manager logged checkin  hours take found van — lhr flight cancelled due bad weather vancouver receive emails airport airline change called ba asked rearrangements flight offered rebooking additional  per person price difference dates offered  days original flight supposed leave additionally cancel rest flights could reach since first flight cancelled pay  cancellation fee get refund frustrated overall experience accommodations accountability wanted charge us service changes possible phone  hours flights could booked getting sold  customer service person would take  minutes real search question option asked frustrating experience  lost time money ruined holidays completely demanded speak manager want take accountability team gave us small discount cancellation fee total phone  days back forth without resolutions felt misguided misinformed unfair policies towards customers feel taken care pay price misinformation flights cancel trouble spent christmas without family missed urgent reasons travelling ,positive
287,"✅ Trip Verified |  Old A320 with narrow pitch. Flight perfectly on time, with constant announcements from cockpit. Friendly staff, free chips and water. Quick luggage delivery at T5.",old narrow pitch flight perfectly time constant announcements cockpit friendly staff free chips water quick luggage delivery,positive
288,"✅ Trip Verified |  Another BA Shambles. Started off well with excellent check in at first at t5, mid afternoon so avoided the early morning, evening scrum. Into the Concorde lounge, excellent service again. Great choice of cocktails, wine etc. Food ok a bit overcooked but pretty reasonable. Called to the boarding gate. Chaos, people jostling for position to get on the plane. People with children under 5 called before the 8 people in first bankrolling the flight and most of them well over 5. We get on to be told that none of the lights in first can be dimmed at all, so the lights were on all night. It was like being detained and interrogated! Excellent wine and champagne selection. Dinner menu handed out. I’ll have the prawn cocktail to start please. No you won’t as they’ve only loaded one for 8 people and the guy in 1A got it. I bet he felt like he’d won the lottery. Ok I’ll have the beef wellington, basically a freezing slice of beef with some lettuce. Mains,  I’ll have the curry, no you won’t as they’ve substituted that with Christmas dinner.  I’m going to the Maldives to get away from Christmas. I ended up with short ribs that were inedible, no salad starter, no water offered, no bread roll. I just couldn’t eat it. So basically my husband and I have spent £20,000 on 2 return seats to be blinded by lights on and left starving. No apologies. Watch out BA as Virgin start flying direct in October. As always you rest on your laurels and treat your customers like idiots.",another ba shambles started well excellent check first mid afternoon avoided early morning evening scrum concorde lounge excellent service great choice cocktails wine etc food ok bit overcooked pretty reasonable called boarding gate chaos people jostling position get plane people children  called  people first bankrolling flight well  get told none lights first dimmed lights night like detained interrogated excellent wine champagne selection dinner menu handed i’ll prawn cocktail start please won’t they’ve loaded one  people guy got bet felt like he’d lottery ok i’ll beef wellington basically freezing slice beef lettuce mains  i’ll curry won’t they’ve substituted christmas dinner  i’m going maldives get away christmas ended short ribs inedible salad starter water offered bread roll couldn’t eat basically husband spent £  return seats blinded lights left starving apologies watch ba virgin start flying direct october always rest laurels treat customers like idiots,positive
289,"Not Verified |  BA cancelled my flight home to Heathrow on Dec 19th. On the face of it, that was sensible as the weather in Iceland was appalling. However, what was not acceptable was that the flight was cancelled only 4 hours before take off time by which time I was already struggling through dreadful driving conditions to get to the airport. I got nowhere near before the conditions became too bad. If they had taken advice they would have spared everyone the need to try and travel on roads that all ended up closed. I am now booked onto the flight on the 21st and downgraded for my sins. Having checked today, as I type they have not cancelled the flight on the 20th despite the road to Keflavík being closed! Do they not check these things? Any help from BA offered - not really.",ba cancelled flight home heathrow dec th face sensible weather iceland appalling however acceptable flight cancelled  hours take time time already struggling dreadful driving conditions get airport got nowhere near conditions became bad taken advice would spared everyone need try travel roads ended closed booked onto flight st downgraded sins checked today type cancelled flight th despite road keflavík closed check things help ba offered  really,negative
290,"Not Verified |  BA cancelled my flight home, the last flight of the day into Heathrow, and tried to push me onto another flight to London City 3 hours later! My car was at Heathrow. I didn't want to try and cross London late at night on public transport with luggage, especially as there were rail strikes announced around that time. I had to book a flight home with Lufthansa which cost €500 for an economy seat, but at least it got me home to Heathrow (all be it another terminal) on the Friday night so I could get home to family. I still have had no news on a refund of the €500 2 months on. It's such a shame, flying BA used to be such a pleasurable experience. BA have cancelled or moved one leg of every journey we've booked this year. We are regrettably have to use other airlines now which have much better reliability and customer service.",ba cancelled flight home last flight day heathrow tried push onto another flight london city  hours later car heathrow didnt want try cross london late night public transport luggage especially rail strikes announced around time book flight home lufthansa cost € economy seat least got home heathrow another terminal friday night could get home family still news refund €  months shame flying ba used pleasurable experience ba cancelled moved one leg every journey weve booked year regrettably use airlines much better reliability customer service,negative
291,"✅ Trip Verified | Turned up 3.5 hours in advance, Terminal 5 at London Heathrow was already carnage, 100s of people trying to check in, only 5 desks manned. Long queues at security due to only 4 lines open. People stressed, pushing, shouting, and flight delayed by 2 hours, according to pilot delay due to suitcases all needing to be loaded. Missed connecting flight in Doha, 12 hours wait til next one. Received a voucher, approx £6 for the whole day. Arrived 1 day later, my suitcase didn’t arrive with me. Filed a claim at the desk, for 5 days no update, no information, no offer of compensation and no solution offer. I now have a spoilt holiday, many personal belongings are gone, xmas gifts missing, extensive expenses I don’t know if I will be reimbursed. Beware with BA, expect low level or zero customer service, old planes, and zero help if anything goes wrong or missing. I will personally avoid BA in future at all costs.",turned  hours advance terminal  london heathrow already carnage people trying check  desks manned long queues security due  lines open people stressed pushing shouting flight delayed  hours according pilot delay due suitcases needing loaded missed connecting flight doha  hours wait til next one received voucher approx £ whole day arrived  day later suitcase didn’t arrive filed claim desk  days update information offer compensation solution offer spoilt holiday many personal belongings gone xmas gifts missing extensive expenses don’t know reimbursed beware ba expect low level zero customer service old planes zero help anything goes wrong missing personally avoid ba future costs,negative
292,"Not Verified |  Boarding – at gate at LGW they called Group 1 to board (we were World Traveller Plus & Group 3), then called ""anyone in Groups 2-6"", whereupon everyone else surged forward. Why have numbered boarding groups if you don’t use them. Cabin crew - Treated passengers as an inconvenience as they moved about the plane. At one point a passenger was coming out of the toilet as a crew member approached and the crew member just pushed the door closed pushing them back into the toilet as they went past, and without even a word. No acknowledgement when you stood aside to let them past. Service – We were in the final row of six in WT+ (which has a total of 48 seats). The lunch meal was brought out and we were the last people to be served (not unusual for back row seats) but when it came to us there was only the vegetarian option left of the 3 menu options. Cabin steward said that they had only been given 48 WT+ meals. There was a second hot meal served before we landed. Again, the same server got to us last and again there was only a vegetarian option left. I asked if it might not have been possible to commence serving this second meal from back to front so that we had a choice for at least one meal, and she said she hadn’t thought of that! Food – Some of it was inedible. Vegetarian Cannelloni had pasta so thick and uncooked neither of us could eat it. The bread roll was crispy like toast in the bottom half and soft in the top half. Only thing I could eat was the Baby Bel! In between meal snacks consisted of a 2 biscuit pack of shortbread, pretty basic. Drinks – They ran out of red wine 4 hours into an 11-hour flight. Toilets – There was no toilet accessible directly from the WT+ section. We had to walk halfway down the plane through Economy to reach a shared toilet. We flew Virgin Atlantic 2 months before in equivalent (Premium Economy) and it was so much better. Organised boarding, sparkling wine or orange on boarding (water or orange in BA), food options available (even in last row seats), better food, proper glasses/cups for drinks, dedicated toilet access, help yourself snacks, helpful service from cabin crew. We will not be looking to fly BA over Virgin in future.",boarding – gate lgw called group  board world traveller plus  group  called anyone groups  whereupon everyone else surged forward numbered boarding groups don’t use cabin crew  treated passengers inconvenience moved plane one point passenger coming toilet crew member approached crew member pushed door closed pushing back toilet went past without even word acknowledgement stood aside let past service – final row six wt total  seats lunch meal brought last people served unusual back row seats came us vegetarian option left  menu options cabin steward said given  wt meals second hot meal served landed server got us last vegetarian option left asked might possible commence serving second meal back front choice least one meal said hadn’t thought food – inedible vegetarian cannelloni pasta thick uncooked neither us could eat bread roll crispy like toast bottom half soft top half thing could eat baby bel meal snacks consisted  biscuit pack shortbread pretty basic drinks – ran red wine  hours hour flight toilets – toilet accessible directly wt section walk halfway plane economy reach shared toilet flew virgin atlantic  months equivalent premium economy much better organised boarding sparkling wine orange boarding water orange ba food options available even last row seats better food proper glassescups drinks dedicated toilet access help snacks helpful service cabin crew looking fly ba virgin future,positive
